Label,Satisfied,MedianAge,MethodNumber,WeekDay,ArrivalHour,DepartureHour,Lat,Long
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,150
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,9,18,-33,150
Satisfied,1,45,3,6,9,18,-33,150
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,7,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,150
Satisfied,1,45,3,6,8,18,-33,150
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,9,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,8,18,-33,151
Satisfied,1,45,3,6,10,18,-33,151
Satisfied,1,45,3,6,7,19,-33,151
Satisfied,1,45,3,6,8,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,10,19,-33,151
Satisfied,1,45,3,6,10,19,-33,151
Satisfied,1,45,3,6,7,19,-33,151
Satisfied,1,45,3,6,9,19,-33,151
Satisfied,1,45,3,6,8,19,-33,151
Satisfied,1,45,3,6,11,20,-33,150
Satisfied,1,45,3,6,16,20,-33,150
Satisfied,1,55,3,6,6,14,-33,150
Satisfied,1,55,3,6,5,14,-33,151
Satisfied,1,55,3,6,5,14,-33,151
Satisfied,1,55,3,6,6,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,8,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,6,15,-33,151
Satisfied,1,55,3,6,6,15,-33,151
Satisfied,1,55,3,6,6,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,5,15,-33,151
Satisfied,1,55,3,6,7,15,-33,151
Satisfied,1,55,3,6,6,16,-33,151
Satisfied,1,55,3,6,6,16,-33,151
Satisfied,1,55,3,6,7,16,-33,150
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,5,16,-33,151
Satisfied,1,55,3,6,6,16,-33,150
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,150
Satisfied,1,55,3,6,7,16,-33,150
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,8,16,-33,150
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,150
Satisfied,1,55,3,6,9,16,-33,151
Satisfied,1,55,3,6,9,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,6,16,-33,150
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,7,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,8,16,-33,151
Satisfied,1,55,3,6,6,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,8,17,-33,150
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,9,17,-34,150
Satisfied,1,55,3,6,9,17,-33,150
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,7,17,-34,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,7,17,-34,150
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,9,17,-33,150
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,7,17,-33,151
Satisfied,1,55,3,6,8,17,-33,151
Satisfied,1,55,3,6,9,17,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,150
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,150
Satisfied,1,55,3,6,10,18,-33,151
Satisfied,1,55,3,6,10,18,-33,151
Satisfied,1,55,3,6,10,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,8,18,-33,150
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,7,18,-33,151
Satisfied,1,55,3,6,8,18,-33,150
Satisfied,1,55,3,6,8,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,10,18,-33,150
Satisfied,1,55,3,6,9,18,-33,151
Satisfied,1,55,3,6,7,19,-33,151
Satisfied,1,55,3,6,9,19,-33,151
Satisfied,1,55,3,6,9,19,-33,151
Satisfied,1,55,3,6,10,19,-33,151
Satisfied,1,55,3,6,8,19,-33,151
Satisfied,1,55,3,6,9,19,-33,150
Satisfied,1,55,3,6,10,19,-33,151
Satisfied,1,55,3,6,8,20,-33,151
Satisfied,1,55,3,6,8,20,-33,151
Satisfied,1,55,3,6,9,20,-33,151
Satisfied,1,55,3,6,10,20,-33,151
Satisfied,1,55,3,6,11,20,-33,151
Satisfied,1,55,3,6,11,20,-33,151
Satisfied,1,55,3,6,10,22,-33,151
Satisfied,1,65,3,6,7,14,-33,151
Satisfied,1,65,3,6,10,15,-33,151
Satisfied,1,65,3,6,6,15,-33,151
Satisfied,1,65,3,6,7,15,-33,151
Satisfied,1,65,3,6,8,15,-33,151
Satisfied,1,65,3,6,7,15,-33,151
Satisfied,1,65,3,6,6,16,-33,150
Satisfied,1,65,3,6,6,16,-33,151
Satisfied,1,65,3,6,6,16,-33,151
Satisfied,1,65,3,6,6,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-34,150
Satisfied,1,65,3,6,7,16,-33,150
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,8,16,-33,151
Satisfied,1,65,3,6,10,16,-33,151
Satisfied,1,65,3,6,8,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,9,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,7,16,-33,151
Satisfied,1,65,3,6,8,16,-33,151
Satisfied,1,65,3,6,6,17,-33,151
Satisfied,1,65,3,6,7,17,-33,151
Satisfied,1,65,3,6,7,17,-33,150
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,8,17,-33,150
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,9,17,-33,151
Satisfied,1,65,3,6,6,17,-33,151
Satisfied,1,65,3,6,7,17,-33,151
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,8,17,-33,150
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,8,17,-33,151
Satisfied,1,65,3,6,9,17,-33,151
Satisfied,1,65,3,6,9,17,-33,151
Satisfied,1,65,3,6,9,17,-33,151
Satisfied,1,65,3,6,6,18,-33,151
Satisfied,1,65,3,6,7,18,-33,151
Satisfied,1,65,3,6,7,18,-33,151
Satisfied,1,65,3,6,7,18,-33,151
Satisfied,1,65,3,6,7,18,-33,150
Satisfied,1,65,3,6,7,18,-33,150
Satisfied,1,65,3,6,7,18,-33,151
Satisfied,1,65,3,6,8,18,-33,151
Satisfied,1,65,3,6,8,18,-33,151
Satisfied,1,65,3,6,9,18,-33,151
Satisfied,1,65,3,6,10,18,-33,151
Satisfied,1,65,3,6,10,18,-33,151
Satisfied,1,65,3,6,8,18,-33,150
Satisfied,1,65,3,6,7,18,-33,151
Satisfied,1,65,3,6,8,18,-33,151
Satisfied,1,65,3,6,8,18,-33,151
Satisfied,1,65,3,6,8,18,-33,151
Satisfied,1,65,3,6,9,19,-33,151
Satisfied,1,75,3,6,7,16,-33,151
Satisfied,1,75,3,6,8,16,-33,151
Satisfied,1,75,3,6,9,17,-33,151
Satisfied,1,75,3,6,7,18,-33,150
Satisfied,1,75,3,6,8,18,-33,151
Satisfied,1,75,3,6,9,19,-33,151
Satisfied,1,85,3,6,7,17,-33,151
Satisfied,1,85,3,6,7,17,-33,151
Satisfied,1,85,3,6,9,17,-33,151
Satisfied,1,85,3,6,7,18,-33,151
Satisfied,1,85,3,6,8,18,-33,151
Satisfied,1,25,5,6,8,14,-33,151
Satisfied,1,25,5,6,7,15,-33,151
Satisfied,1,25,5,6,7,16,-33,151
Satisfied,1,25,5,6,8,16,-33,151
Satisfied,1,25,5,6,7,17,-33,151
Satisfied,1,25,5,6,9,17,-33,151
Satisfied,1,25,5,6,8,18,-33,151
Satisfied,1,35,5,6,7,15,-33,151
Satisfied,1,35,5,6,7,15,-33,151
Satisfied,1,35,5,6,9,16,-33,151
Satisfied,1,35,5,6,7,16,-33,151
Satisfied,1,35,5,6,7,16,-33,150
Satisfied,1,35,5,6,8,16,-33,151
Satisfied,1,35,5,6,8,16,-33,151
Satisfied,1,35,5,6,8,17,-33,151
Satisfied,1,35,5,6,8,17,-33,151
Satisfied,1,35,5,6,9,17,-33,151
Satisfied,1,35,5,6,9,18,-33,151
Satisfied,1,35,5,6,9,18,-33,151
Satisfied,1,35,5,6,9,18,-33,151
Satisfied,1,45,5,6,8,16,-33,151
Satisfied,1,45,5,6,8,16,-33,151
Satisfied,1,45,5,6,8,16,-33,151
Satisfied,1,45,5,6,8,16,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,9,17,-33,151
Satisfied,1,45,5,6,9,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,8,17,-33,151
Satisfied,1,45,5,6,7,18,-33,151
Satisfied,1,45,5,6,8,18,-33,151
Satisfied,1,45,5,6,8,18,-33,151
Satisfied,1,45,5,6,8,18,-33,151
Satisfied,1,45,5,6,8,18,-33,151
Satisfied,1,45,5,6,8,18,-33,151
Satisfied,1,45,5,6,9,21,-33,151
Satisfied,1,55,5,6,9,16,-33,151
Satisfied,1,55,5,6,7,17,-33,151
Satisfied,1,55,5,6,7,17,-33,151
Satisfied,1,55,5,6,8,18,-33,151
Satisfied,1,55,5,6,8,18,-33,151
Satisfied,1,55,5,6,9,18,-33,150
Satisfied,1,55,5,6,9,18,-33,151
Satisfied,1,55,5,6,8,18,-33,151
Satisfied,1,65,5,6,8,17,-33,151
Satisfied,1,65,5,6,8,17,-33,151
Satisfied,1,65,5,6,9,19,-33,151
Satisfied,1,15,4,6,16,20,-33,151
Satisfied,1,25,4,6,8,14,-33,151
Satisfied,1,25,4,6,9,16,-33,150
Satisfied,1,25,4,6,9,16,-33,151
Satisfied,1,25,4,6,9,16,-33,151
Satisfied,1,25,4,6,11,16,-33,150
Satisfied,1,25,4,6,6,16,-33,151
Satisfied,1,25,4,6,8,17,-33,151
Satisfied,1,25,4,6,8,17,-33,151
Satisfied,1,25,4,6,7,17,-33,151
Satisfied,1,25,4,6,6,17,-33,151
Satisfied,1,25,4,6,9,18,-33,151
Satisfied,1,25,4,6,10,18,-33,150
Satisfied,1,25,4,6,10,21,-33,150
Satisfied,1,25,4,6,7,22,-33,151
Satisfied,1,35,4,6,8,16,-33,150
Satisfied,1,35,4,6,8,17,-33,150
Satisfied,1,35,4,6,9,17,-33,151
Satisfied,1,35,4,6,8,17,-33,151
Satisfied,1,45,4,6,10,14,-33,151
Satisfied,1,45,4,6,7,16,-33,151
Satisfied,1,45,4,6,6,16,-33,151
Satisfied,1,45,4,6,7,16,-33,151
Satisfied,1,45,4,6,8,16,-33,151
Satisfied,1,45,4,6,8,16,-33,151
Satisfied,1,45,4,6,9,17,-33,151
Satisfied,1,45,4,6,8,17,-33,151
Satisfied,1,45,4,6,7,17,-33,151
Satisfied,1,45,4,6,8,17,-33,151
Satisfied,1,45,4,6,8,17,-33,151
Satisfied,1,45,4,6,9,17,-33,151
Satisfied,1,45,4,6,9,18,-33,151
Satisfied,1,45,4,6,10,19,-33,151
Satisfied,1,55,4,6,8,16,-33,151
Satisfied,1,55,4,6,7,16,-33,151
Satisfied,1,55,4,6,7,16,-33,151
Satisfied,1,55,4,6,7,16,-33,151
Satisfied,1,55,4,6,7,16,-33,151
Satisfied,1,55,4,6,7,17,-33,151
Satisfied,1,55,4,6,7,17,-33,151
Satisfied,1,55,4,6,8,18,-33,151
Satisfied,1,55,4,6,10,18,-33,151
Satisfied,1,65,4,6,9,17,-33,151
Satisfied,1,15,1,6,11,9,-33,150
Satisfied,1,15,1,6,10,10,-33,151
Satisfied,1,15,1,6,9,10,-33,150
Satisfied,1,15,1,6,7,12,-33,151
Satisfied,1,15,1,6,8,12,-33,151
Satisfied,1,15,1,6,8,12,-33,151
Satisfied,1,15,1,6,9,12,-33,151
Satisfied,1,15,1,6,9,13,-33,151
Satisfied,1,15,1,6,8,14,-33,151
Satisfied,1,15,1,6,8,14,-33,151
Satisfied,1,15,1,6,10,14,-33,151
Satisfied,1,15,1,6,11,14,-33,151
Satisfied,1,15,1,6,7,15,-33,151
Satisfied,1,15,1,6,8,15,-33,151
Satisfied,1,15,1,6,8,15,-33,151
Satisfied,1,15,1,6,9,15,-33,151
Satisfied,1,15,1,6,9,15,-33,151
Satisfied,1,15,1,6,11,15,-33,151
Satisfied,1,15,1,6,9,15,-33,151
Satisfied,1,15,1,6,9,16,-33,151
Satisfied,1,15,1,6,9,16,-33,151
Satisfied,1,15,1,6,9,16,-33,151
Satisfied,1,15,1,6,9,16,-33,151
Satisfied,1,15,1,6,9,16,-33,151
Satisfied,1,15,1,6,10,16,-33,151
Satisfied,1,15,1,6,10,16,-33,151
Satisfied,1,15,1,6,10,16,-33,151
Satisfied,1,15,1,6,10,16,-33,151
Satisfied,1,15,1,6,10,16,-33,151
Satisfied,1,15,1,6,11,16,-33,151
Satisfied,1,15,1,6,11,16,-33,151
Satisfied,1,15,1,6,11,16,-33,151
Satisfied,1,15,1,6,11,16,-33,151
Satisfied,1,15,1,6,12,16,-33,151
Satisfied,1,15,1,6,8,16,-33,151
Satisfied,1,15,1,6,8,17,-33,150
Satisfied,1,15,1,6,8,17,-33,151
Satisfied,1,15,1,6,8,17,-33,151
Satisfied,1,15,1,6,8,17,-33,151
Satisfied,1,15,1,6,8,17,-33,151
Satisfied,1,15,1,6,8,17,-33,151
Satisfied,1,15,1,6,9,17,-33,151
Satisfied,1,15,1,6,9,17,-33,151
Satisfied,1,15,1,6,9,17,-33,151
Satisfied,1,15,1,6,10,17,-33,151
Satisfied,1,15,1,6,10,17,-33,151
Satisfied,1,15,1,6,11,17,-33,150
Satisfied,1,15,1,6,12,17,-33,151
Satisfied,1,15,1,6,23,17,-33,151
Satisfied,1,15,1,6,10,17,-33,151
Satisfied,1,15,1,6,8,18,-33,151
Satisfied,1,15,1,6,9,18,-33,151
Satisfied,1,15,1,6,9,18,-33,151
Satisfied,1,15,1,6,10,18,-33,150
Satisfied,1,15,1,6,10,18,-33,151
Satisfied,1,15,1,6,10,18,-33,151
Satisfied,1,15,1,6,10,18,-33,151
Satisfied,1,15,1,6,10,18,-33,151
Satisfied,1,15,1,6,11,18,-33,151
Satisfied,1,15,1,6,8,19,-33,151
Satisfied,1,15,1,6,9,19,-33,151
Satisfied,1,15,1,6,10,20,-33,151
Satisfied,1,15,1,6,10,20,-33,151
Satisfied,1,15,1,6,10,20,-33,151
Satisfied,1,15,1,6,11,20,-33,151
Satisfied,1,15,1,6,11,20,-33,151
Satisfied,1,25,1,6,9,5,-33,151
Satisfied,1,25,1,6,8,6,-33,151
Satisfied,1,25,1,6,9,6,-33,151
Satisfied,1,25,1,6,8,8,-33,151
Satisfied,1,25,1,6,8,8,-33,151
Satisfied,1,25,1,6,9,13,-33,151
Satisfied,1,25,1,6,9,13,-33,151
Satisfied,1,25,1,6,10,14,-33,151
Satisfied,1,25,1,6,11,14,-33,151
Satisfied,1,25,1,6,8,15,-33,151
Satisfied,1,25,1,6,9,15,-33,151
Satisfied,1,25,1,6,9,15,-33,151
Satisfied,1,25,1,6,9,15,-33,151
Satisfied,1,25,1,6,10,15,-33,151
Satisfied,1,25,1,6,11,15,-33,151
Satisfied,1,25,1,6,9,15,-33,151
Satisfied,1,25,1,6,7,15,-33,151
Satisfied,1,25,1,6,8,15,-33,151
Satisfied,1,25,1,6,7,16,-34,151
Satisfied,1,25,1,6,7,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,9,16,-33,151
Satisfied,1,25,1,6,9,16,-33,151
Satisfied,1,25,1,6,9,16,-33,150
Satisfied,1,25,1,6,9,16,-33,151
Satisfied,1,25,1,6,10,16,-33,150
Satisfied,1,25,1,6,10,16,-33,151
Satisfied,1,25,1,6,10,16,-33,151
Satisfied,1,25,1,6,10,16,-33,151
Satisfied,1,25,1,6,14,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,9,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,8,16,-33,151
Satisfied,1,25,1,6,7,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,9,17,-33,150
Satisfied,1,25,1,6,9,17,-33,150
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,10,17,-33,151
Satisfied,1,25,1,6,10,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,150
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,10,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,10,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,8,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,9,17,-33,151
Satisfied,1,25,1,6,7,18,-33,151
Satisfied,1,25,1,6,8,18,-33,151
Satisfied,1,25,1,6,8,18,-33,151
Satisfied,1,25,1,6,8,18,-33,151
Satisfied,1,25,1,6,8,18,-33,151
